samplingLocation,GEOID,n,positive,fitted.values.mean,fitted.values.sd,fitted.values.0.025quant,fitted.values.0.5quant,fitted.values.0.975quant,fitted.values.mode
kiosk,53033021906,1,1,0.83937219,0.275473681,0.426042146,0.797516982,1.493178037,0.719991912
kiosk,53033022101,1,1,1.490429141,0.410361201,0.84589066,1.436954713,2.441423733,1.335704053
kiosk,53033022802,1,1,0.825507787,0.245184467,0.447540317,0.791338784,1.399488562,0.727208123
kiosk,53033023000,2,2,0.869415864,0.254183222,0.47599848,0.834480911,1.463196695,0.768792576
kiosk,53033023100,1,1,0.831132678,0.280783271,0.413356275,0.787408851,1.500246688,0.706750053
kiosk,53033023401,0,0,0.790301476,0.266086146,0.393998749,0.748984832,1.424090379,0.672730566
kiosk,53033023403,1,1,0.792684659,0.235702655,0.429439824,0.759804359,1.344553057,0.698100528
kiosk,53033023604,0,0,0.822962395,0.262901548,0.425490936,0.78392957,1.444594383,0.711358376
kiosk,53033023801,0,0,0.895299334,0.274531295,0.475603336,0.855959086,1.540778154,0.782395154
kiosk,53033024100,0,0,1.409697185,0.525839081,0.650956505,1.320791473,2.680474322,1.15946971
kiosk,53033024400,0,0,1.306588914,0.494764313,0.596205028,1.221908576,2.504829972,1.068701283
kiosk,53033024601,0,0,1.227293472,0.362990663,0.667117439,1.176893246,2.076577552,1.082252656
kiosk,53033024702,0,0,0.998022643,0.283221984,0.556402983,0.960108372,1.657007211,0.888571227
kiosk,53033024903,0,0,0.77182552,0.248946723,0.396459202,0.734558199,1.361246629,0.6653628
kiosk,53033025005,0,0,0.78902214,0.25291985,0.407003791,0.751361082,1.387335015,0.681373788
kiosk,53033025102,0,0,0.75528053,0.22874668,0.404434155,0.722853071,1.292201665,0.662128445
kiosk,53033025301,0,0,0.904714836,0.26470665,0.495089153,0.868308896,1.523142757,0.799860761
kiosk,53033025500,1,1,0.85701777,0.298938991,0.41646358,0.809198174,1.57261368,0.721445452
kiosk,53033025702,1,1,0.80774383,0.257367103,0.418358174,0.769618434,1.416069609,0.698708412
kiosk,53033025803,0,0,0.765451692,0.281811449,0.357094472,0.718311728,1.445229227,0.632578241
kiosk,53033028100,1,1,0.818868901,0.301462686,0.382029165,0.76844384,1.546043438,0.676734987
kiosk,53033028300,0,0,0.707577077,0.202786594,0.392143196,0.680192355,1.180029439,0.628581547
kiosk,53033028402,2,2,0.796907976,0.238801067,0.429623445,0.763368509,1.356618635,0.700484139
kiosk,53033028801,0,0,0.683083122,0.21895586,0.352362815,0.650480166,1.20104825,0.589892369
kiosk,53033028901,0,0,0.643325702,0.228978338,0.307962618,0.60607602,1.193018577,0.537948966
kiosk,53033029001,0,0,0.608151497,0.231316885,0.276516989,0.568417859,1.168719993,0.496592176
kiosk,53033029003,0,0,0.611048732,0.233165196,0.277121093,0.570893734,1.176354246,0.498351475
kiosk,53033029101,0,0,0.652791451,0.191480037,0.356670959,0.626398007,1.100293855,0.576789253
kiosk,53033029304,1,1,0.775610813,0.23008001,0.420815301,0.743581539,1.314141713,0.68345825
kiosk,53033029307,0,0,0.696528888,0.234922076,0.346819716,0.659997568,1.256224862,0.592591503
kiosk,53033029405,1,1,0.719607786,0.24419509,0.356749151,0.681437775,1.301896488,0.611071744
kiosk,53033029503,1,1,0.709396232,0.219211353,0.374960865,0.677771935,1.225351813,0.618700248
kiosk,53033029504,0,0,0.66316325,0.23528033,0.318226016,0.624990561,1.227727452,0.555138032
kiosk,53033029602,0,0,0.707910113,0.226407686,0.365721778,0.674262219,1.24333758,0.611712974
kiosk,53033029801,0,0,0.631166631,0.17112573,0.361412636,0.609172254,1.026944741,0.56746565
kiosk,53033029802,0,0,0.607267524,0.186085367,0.322734558,0.580617118,1.04475183,0.530778293
kiosk,53033030100,0,0,0.634408363,0.246478755,0.283547986,0.591341118,1.233526239,0.513808926
kiosk,53033030202,1,1,0.653531875,0.208296695,0.338415044,0.622667254,1.145893762,0.565264185
kiosk,53033030304,0,0,0.619045314,0.219651696,0.297031516,0.583405067,1.146116073,0.518187847
kiosk,53033030309,1,1,0.675389042,0.233279146,0.330574859,0.638378691,1.233035007,0.570350683
kiosk,53033030312,2,2,0.757753089,0.299086361,0.334302825,0.70483066,1.486379802,0.609847584
kiosk,53033030314,1,1,0.678666494,0.251341632,0.315155219,0.636419513,1.285455187,0.559660086
kiosk,53033030401,0,0,0.587780724,0.179907815,0.312609896,0.562040722,1.010675408,0.513898069
kiosk,53033030503,0,0,0.699413876,0.238600293,0.345423794,0.661951807,1.268784678,0.592951476
kiosk,53033030700,0,0,0.686992047,0.240785048,0.33265995,0.64832026,1.263770941,0.577411098
kiosk,53033030801,1,1,0.687356958,0.198312131,0.379394005,0.66041771,1.149797787,0.609685817
kiosk,53033031204,2,2,0.806000842,0.226468524,0.452020502,0.775950457,1.332240065,0.71918561
kiosk,53033031206,0,0,0.74986178,0.257611665,0.368465413,0.709175283,1.365206878,0.634323294
kiosk,53033031301,0,0,0.787654063,0.327435699,0.332509008,0.727304745,1.591236146,0.620160462
kiosk,53033031601,0,0,0.731342746,0.267456536,0.342953629,0.686849107,1.375880238,0.605838612
kiosk,53033032011,0,0,0.689772139,0.230343944,0.345881543,0.654252785,1.237797077,0.588622911
kiosk,53033032103,0,0,0.704512448,0.208442066,0.382867922,0.675562093,1.1922241,0.621201837
kiosk,53033032104,1,1,0.773697631,0.256705493,0.389732433,0.734329978,1.383888574,0.661523711
kiosk,53033032207,0,0,0.685718687,0.238983847,0.333430675,0.64751701,1.257725975,0.577403995
kiosk,53033031706,0,0,0.670722303,0.230417763,0.32958414,0.63433152,1.221108601,0.56738218
kiosk,53033031903,0,0,0.731217177,0.216964114,0.396668111,0.701007255,1.239065543,0.644300748
kiosk,53033031904,2,2,0.828496425,0.275149934,0.417056646,0.786265908,1.48261735,0.708175519
kiosk,53033031907,0,0,0.722775334,0.215574397,0.39081236,0.692622039,1.227725415,0.636055836
kiosk,53033032007,0,0,0.680389042,0.186603088,0.387028543,0.656157304,1.112612418,0.61025746
kiosk,53033032210,2,2,0.779604717,0.222356995,0.433318604,0.749704873,1.29731973,0.693322453
kiosk,53033032215,2,2,0.800016959,0.257375405,0.411661664,0.761572973,1.409176254,0.690167025
kiosk,53033032307,2,2,0.776785011,0.283169502,0.365159311,0.729800841,1.458879492,0.644210475
kiosk,53033032311,0,0,0.667188385,0.25410086,0.303045793,0.623495427,1.283084521,0.544532381
kiosk,53033032315,0,0,0.686163758,0.212960374,0.36164583,0.65532458,1.187707132,0.59775468
kiosk,53033032320,0,0,0.709470201,0.279875237,0.313144149,0.659968764,1.391241989,0.571116101
kiosk,53033032321,0,0,0.722008272,0.208957597,0.397765065,0.693544889,1.209475978,0.63996207
kiosk,53033032323,0,0,0.701190353,0.254809693,0.33041914,0.659020967,1.314698211,0.582161537
kiosk,53033032325,1,1,0.753321249,0.272609302,0.356123397,0.708361629,1.409295251,0.626359626
kiosk,53033032328,0,0,0.686390459,0.225596877,0.34803889,0.652070627,1.221928788,0.58851578
kiosk,53033032401,0,0,0.677220637,0.243354532,0.32186252,0.637317986,1.262216266,0.564454466
kiosk,53033032402,1,1,0.764124007,0.322954956,0.317923513,0.70383409,1.558564486,0.597189627
kiosk,53033032601,1,1,0.831730619,0.310082326,0.384230294,0.779326653,1.581038762,0.684228397
kiosk,53033032703,1,1,0.885724496,0.350372428,0.390042565,0.823617811,1.73956207,0.712199004
kiosk,53033022702,1,1,1.046733125,0.339541965,0.535583575,0.995655366,1.851288806,0.900893278
kiosk,53033001800,0,0,3.269189288,0.916750017,1.835580918,3.147759137,5.398858565,2.918326125
kiosk,53033003100,3,3,4.999025707,1.334165357,2.888241056,4.829959934,8.078351351,4.508897165
kiosk,53033004900,8,8,8.32133311,1.852547649,5.277748488,8.12247103,12.50217594,7.739040196
kiosk,53033005302,21,21,16.17825809,2.876675189,11.27132014,15.92840135,22.51210388,15.44033557
kiosk,53033005900,6,6,6.726584795,1.514407731,4.243817466,6.562319038,10.14884401,6.245856163
kiosk,53033008300,4,4,4.419155387,1.277973729,2.435720756,4.245192826,7.400175579,3.917676079
kiosk,53033009600,9,9,4.528427822,1.377152389,2.418467311,4.332498031,7.762737424,3.965768758
kiosk,53033010500,3,3,2.881608418,0.831972405,1.589848983,2.768520424,4.821855047,2.555571001
kiosk,53033020402,2,2,1.495856528,0.590166665,0.660168766,1.391463545,2.933519097,1.204087779
kiosk,53033021802,0,0,0.841890523,0.29802252,0.404666515,0.793628158,1.556780586,0.705279602
kiosk,53033022201,0,0,1.467802888,0.459829833,0.76886349,1.400672941,2.55214218,1.275520269
kiosk,53033023300,1,1,0.842728252,0.259475971,0.446482531,0.805412199,1.453152648,0.735673573
kiosk,53033024000,0,0,1.190317671,0.338567897,0.662695337,1.144902015,1.978318543,1.05923397
kiosk,53033024902,0,0,0.765708711,0.281787267,0.357331184,0.718589068,1.445387204,0.632886553
kiosk,53033025601,0,0,0.783443603,0.250604272,0.404701399,0.746194709,1.376105941,0.676952953
kiosk,53033026002,2,2,1.295306013,0.456313914,0.624856232,1.221706687,2.389152792,1.086868147
kiosk,53033027000,2,2,1.077264517,0.340529381,0.560929899,1.027163641,1.881273795,0.933876465
kiosk,53033027600,1,1,0.970047358,0.365748921,0.444157022,0.907666426,1.855291186,0.794709945
kiosk,53033029004,1,1,0.660208973,0.216748276,0.335024301,0.627266828,1.174661239,0.56625364
kiosk,53033029901,0,0,0.588887971,0.207276685,0.284261428,0.555480055,1.085698059,0.494265926
kiosk,53033030305,1,1,0.710485338,0.280504578,0.313380006,0.660840357,1.393869523,0.571744121
kiosk,53033030501,1,1,0.689583902,0.192968483,0.387668043,0.664071552,1.137737577,0.615856176
kiosk,53033031605,2,2,0.835632162,0.286543843,0.411165199,0.790446947,1.519906818,0.707292835
kiosk,53033032003,1,1,0.745844846,0.214018066,0.413042165,0.716911779,1.244546606,0.662390688
kiosk,53033032313,1,1,0.761822748,0.221681247,0.418303868,0.731481054,1.279350097,0.674398274
kiosk,53033032327,0,0,0.660666312,0.211495294,0.34109922,0.629209406,1.160892464,0.570740718
kiosk,53033025602,0,0,0.742261879,0.231801603,0.389622708,0.708513735,1.288643152,0.645568074
kiosk,53033005301,17,17,14.26449159,2.890162874,9.43546975,13.98040191,20.71708457,13.42930181
kiosk,53033020300,1,1,1.321951362,0.486496981,0.616903819,1.2405997,2.495397856,1.092635429
kiosk,53033025804,0,0,0.765799929,0.237274972,0.404065974,0.73149008,1.32447688,0.667426026
kiosk,53033027200,0,0,0.863255854,0.266310066,0.456783455,0.824892661,1.489923477,0.753216461
kiosk,53033031400,2,2,0.953078839,0.440443785,0.365194307,0.86514967,2.050097094,0.712927984
kiosk,53033031704,1,1,0.731998784,0.20414557,0.412335283,0.705089952,1.205898263,0.654215424
kiosk,53033032002,0,0,0.708126428,0.217937683,0.375275372,0.676795922,1.220800427,0.618239919
kiosk,53033031202,1,1,0.791797871,0.24382366,0.419466672,0.756729181,1.36540917,0.691191671
kiosk,53033009400,3,3,3.020869585,0.779830192,1.777824288,2.924974864,4.813072126,2.742297408
kiosk,53033010200,2,2,1.591365987,0.445472576,0.894444322,1.532451776,2.625987765,1.421115272
kiosk,53033023900,2,2,1.28707726,0.319856265,0.773012116,1.24908172,2.01864481,1.176442224
kiosk,53033024701,0,0,0.899487918,0.26117072,0.494554569,0.863809902,1.509027325,0.796670767
kiosk,53033029206,0,0,0.698100769,0.176480486,0.415502314,0.67680756,1.102611558,0.63616468
kiosk,53033001100,4,4,6.94352133,1.605638718,4.324770792,6.764993469,10.5835608,6.421732288
kiosk,53033002600,18,18,14.08375379,2.67029322,9.573286811,13.8372225,20.00259298,13.35720448
kiosk,53033004600,1,1,6.061751386,1.278101731,3.940962218,5.931334781,8.92806943,5.678903008
kiosk,53033006000,5,5,6.412618438,1.44337299,4.046198642,6.256092829,9.67425982,5.954536203
kiosk,53033008800,4,4,5.404621503,1.32034189,3.274958212,5.2502114,8.418045349,4.954538112
kiosk,53033010401,1,1,1.502049911,0.429116828,0.834038557,1.444263294,2.501384346,1.33531534
kiosk,53033011600,1,1,2.007052646,0.630168564,1.049780164,1.914877586,3.493529917,1.743086167
kiosk,53033021500,0,0,1.26997686,0.457298223,0.602639491,1.194866274,2.369589008,1.057758834
kiosk,53033022902,2,2,0.887500809,0.280557745,0.462105123,0.846221602,1.549918119,0.769360786
kiosk,53033024200,0,0,2.397732851,0.550608944,1.498481899,2.336904565,3.644938347,2.219887991
kiosk,53033025006,1,1,0.76452669,0.227213248,0.414318777,0.732844933,1.296481202,0.673386772
kiosk,53033025806,0,0,0.82019809,0.246204604,0.441696165,0.785566533,1.39739671,0.720647535
kiosk,53033026400,0,0,1.002678888,0.308156826,0.531861598,0.95843278,1.727443484,0.875721494
kiosk,53033028000,0,0,0.779721277,0.234113003,0.419831747,0.746783328,1.32859119,0.685040895
kiosk,53033029102,1,1,0.671852683,0.230004975,0.330971646,0.635633137,1.220984054,0.568960317
kiosk,53033030902,0,0,0.645437852,0.255878143,0.283713176,0.600002458,1.269191724,0.518526201
kiosk,53033031800,0,0,0.67762768,0.172351697,0.402004892,0.656717155,1.072979333,0.616827526
kiosk,53033032208,0,0,0.681155999,0.225258787,0.34390736,0.64670745,1.216351651,0.582969199
kiosk,53033032319,1,1,0.807776906,0.30620255,0.368284009,0.755324685,1.549462428,0.660445284
kiosk,53033011001,0,0,1.321612826,0.40276856,0.704867053,1.264204697,2.267807129,1.156777933
kiosk,53033011700,0,0,1.277484352,0.363332643,0.711257884,1.228750134,2.123115171,1.136821409
kiosk,53033020500,0,0,1.356802251,0.444774456,0.689227407,1.28929029,2.412254196,1.164223001
kiosk,53033022001,1,1,0.98860657,0.312167862,0.515135938,0.942721068,1.725543107,0.857269966
kiosk,53033022400,1,1,1.886001492,0.484708335,1.112621732,1.826637038,2.99932565,1.713501814
kiosk,53033022901,0,0,0.816177622,0.331207163,0.351782266,0.756272231,1.626242294,0.64934223
kiosk,53033024300,0,0,1.851882541,0.460233123,1.112212278,1.797210085,2.904520968,1.692688147
kiosk,53033025001,2,2,0.940786377,0.282593261,0.506418703,0.901012825,1.603354877,0.82646067
kiosk,53033027800,0,0,0.785474016,0.33530095,0.323926976,0.722398876,1.611442527,0.611075092
kiosk,53033029203,0,0,0.671053829,0.24207616,0.317993369,0.631233307,1.253296752,0.558566596
kiosk,53033029406,0,0,0.661316736,0.205235321,0.348565057,0.631597924,1.144662473,0.576118991
kiosk,53033029902,0,0,0.609571661,0.208653059,0.300322012,0.576718484,1.10771564,0.516241004
kiosk,53033030306,1,1,0.758292988,0.350820269,0.290245346,0.688198669,1.632219063,0.566886791
kiosk,53033030404,0,0,0.579518426,0.236724176,0.24837823,0.536480444,1.159038281,0.459771242
kiosk,53033031703,0,0,0.667869966,0.202400619,0.35748383,0.639161588,1.142991603,0.585405338
kiosk,53033032704,2,2,1.004120027,0.431615115,0.411534802,0.922495714,2.06838153,0.778655838
kiosk,53033032005,1,1,0.711822796,0.242482638,0.351918303,0.673797523,1.290340347,0.603743014
kiosk,53033032008,0,0,0.690701003,0.260726473,0.315960391,0.646190394,1.321857164,0.565610826
kiosk,53033032316,1,1,0.790864183,0.238702095,0.424419033,0.75712684,1.350890782,0.693924164
kiosk,53033032326,0,0,0.684228538,0.211725615,0.361332847,0.653647623,1.182659192,0.596535913
kiosk,53033001702,2,2,3.409397456,0.962524795,1.906660933,3.281138577,5.647401275,3.038992372
kiosk,53033003900,6,6,8.371459188,1.948383661,5.197740078,8.153526612,12.79195575,7.734700212
kiosk,53033006700,0,0,4.321209473,1.085291721,2.580884051,4.191040112,6.806758014,3.942430241
kiosk,53033007800,0,0,3.246603246,0.844627625,1.902586193,3.142008842,5.189647953,2.942903637
kiosk,53033009800,1,1,2.743860136,0.89760958,1.395818665,2.607852899,4.873278148,2.355823734
kiosk,53033010701,2,2,1.964811132,0.611456189,1.033726844,1.876057379,3.405387646,1.710436553
kiosk,53033010002,0,0,1.925228234,0.689373164,0.917455845,1.812522802,3.581568897,1.606598061
kiosk,53033024901,2,2,0.902199026,0.288209023,0.466463892,0.859409489,1.583668936,0.77985348
kiosk,53033029408,0,0,0.664208915,0.23606724,0.31830707,0.625852419,1.23080278,0.555684104
kiosk,53033011402,0,0,1.485904525,0.430441829,0.818136967,1.427222806,2.490189156,1.316765472
kiosk,53033004400,16,16,13.01883699,2.452686127,8.871770154,12.79376157,18.45165958,12.3553639
kiosk,53033023803,0,0,0.935434234,0.3322539,0.448497821,0.881477506,1.732818036,0.782760201
kiosk,53033029303,1,1,0.79394295,0.224963889,0.443032478,0.763868343,1.31726965,0.707113126
kiosk,53033002700,0,0,5.135285998,1.198342529,3.18432389,5.000921977,7.85495314,4.742749077
kiosk,53033003800,9,9,10.51683338,2.316586895,6.703295635,10.27060225,15.73840817,9.795466051
kiosk,53033021803,0,0,0.983300555,0.372571249,0.448469309,0.919502553,1.885687255,0.804090062
kiosk,53033022604,0,0,0.867988423,0.274880847,0.451405085,0.827482011,1.517162634,0.752079039
kiosk,53033031501,0,0,0.736280903,0.270994642,0.343561751,0.690960893,1.389939995,0.608533469
kiosk,53033008900,4,4,3.846883463,0.949929903,2.31812148,3.734696415,6.01781075,3.520090156
kiosk,53033023804,0,0,0.960157436,0.294386441,0.510094147,0.917976029,1.652309214,0.839098073
kiosk,53033007100,0,0,3.501804731,1.050120856,1.886989448,3.354220929,5.963362117,3.077534225
hospital,53033000200,123,123,110.7450173,10.22904347,92.04797429,110.2755766,132.1200489,109.3428719
hospital,53033000900,136,136,130.7120726,11.24950388,110.0478613,130.2306222,154.122931,129.2733846
hospital,53033002000,306,306,294.5110839,16.99069511,262.6078489,294.0221404,329.2058593,293.0470515
hospital,53033005000,243,243,234.0174647,15.13117446,205.7573312,233.5297643,265.0612143,232.5577634
hospital,53033005801,117,117,111.178257,10.30893673,92.34049719,110.7033362,132.7252617,109.7598029
hospital,53033006800,81,81,75.27875968,8.397177618,60.16146154,74.81471193,93.0432645,73.89558683
hospital,53033007900,283,283,272.4160577,16.3278714,241.8100946,271.9279937,305.8082439,270.9547611
hospital,53033009000,139,139,133.9361201,11.29633198,113.1579201,133.4622348,157.4178633,132.5198791
hospital,53033009100,214,214,205.6235619,14.13606851,179.305058,205.1393214,234.7055622,204.1747094
hospital,53033010702,30,30,28.83489322,4.94936518,20.34922776,28.41926533,39.69379854,27.60623178
hospital,53033012100,27,27,23.77695619,4.500506714,16.17299109,23.36211923,33.7507604,22.55431892
hospital,53033022003,4,4,5.403415735,1.612863194,2.920262817,5.177665066,9.181696837,4.75420502
hospital,53033023201,10,10,7.601247077,2.038152187,4.380138905,7.341885304,12.3082622,6.849562137
hospital,53033025200,3,3,4.426396488,1.39656146,2.307732216,4.221260914,7.72289542,3.839199721
hospital,53033026500,24,24,20.11131252,3.904183864,13.54152213,19.74272108,28.78705361,19.02598677
hospital,53033027100,4,4,5.229078971,1.635289697,2.742264378,4.990706348,9.084378124,4.546191031
hospital,53033027900,2,2,3.674068521,1.176031614,1.897044279,3.499166803,6.455562947,3.174073539
hospital,53033028200,2,2,3.573048425,1.172924145,1.813275316,3.394798522,6.356946509,3.064651649
hospital,53033029502,4,4,4.551205059,1.345132196,2.474987422,4.364553786,7.69808955,4.014034688
hospital,53033030006,1,1,3.167954902,1.067378672,1.578557909,3.002117081,5.710592098,2.696076246
hospital,53033031705,3,3,4.095836443,1.356999658,2.065269803,3.887985892,7.320784207,3.503510858
hospital,53033032212,4,4,4.259076189,1.479828233,2.075626658,4.023128715,7.799514607,3.589865259
hospital,53033032324,0,0,2.603563082,1.090115079,1.092231856,2.401525817,5.281601005,2.043401714
hospital,53033000100,136,136,128.5781098,11.08765753,108.2138982,128.1026612,151.6547236,127.1573722
hospital,53033000700,96,96,94.22142196,9.381428149,77.17079026,93.75778858,113.9168413,92.837756
hospital,53033001300,25,25,27.63871412,4.721648629,19.53804523,27.24400099,37.99315465,26.47173271
hospital,53033002100,36,36,38.73372755,5.749445527,28.68661734,38.31391864,51.17675025,37.48810456
hospital,53033003000,37,37,36.49319488,5.605663406,26.73866985,36.07010531,48.66259466,35.23876591
hospital,53033003300,40,40,40.72258449,5.962124851,30.28658329,40.29300177,53.61018894,39.4476476
hospital,53033006100,24,24,27.06097649,4.703493154,19.01128763,26.66123031,37.39334352,25.87965864
hospital,53033006900,28,28,29.26979949,5.051762816,20.61535866,28.84333127,40.35943574,28.00927738
hospital,53033007600,51,51,51.51728558,6.841904086,39.40838671,51.06885283,66.18481972,50.1840644
hospital,53033008200,24,24,27.17298128,4.841635027,18.91679275,26.75162778,37.8355023,25.92863133
hospital,53033010300,39,39,38.04022633,5.692973763,28.10171519,37.62123217,50.3700543,36.79720282
hospital,53033011401,16,16,17.05738278,3.620161483,11.0573621,16.68571061,25.18217231,15.96657135
hospital,53033012000,17,17,16.38614142,3.539630333,10.53824922,16.01669636,24.34634052,15.30277572
hospital,53033020600,3,3,4.997604881,1.535606304,2.651297086,4.777158386,8.609145229,4.365055388
hospital,53033021100,7,7,8.88137904,2.270423942,5.254556714,8.604649289,14.09277643,8.077001386
hospital,53033021804,8,8,7.610777178,2.326184835,4.051508923,7.278375414,13.0776844,6.656567367
hospital,53033022005,1,1,4.044403213,1.289946241,2.093313037,3.853149576,7.093810378,3.497484211
hospital,53033022603,5,5,4.829181488,1.541383799,2.498259006,4.600503537,8.473354003,4.175285889
hospital,53033022801,6,6,5.455019986,1.686565953,2.882314304,5.211596024,9.424965489,4.756933462
hospital,53033023202,4,4,5.125024189,1.679561442,2.603917836,4.870146655,9.110473836,4.39796203
hospital,53033023603,6,6,5.762630484,1.697630809,3.140149654,5.527740582,9.732423027,5.086465617
hospital,53033025400,0,0,3.266439645,1.19904139,1.52732888,3.066354658,6.157520886,2.702281982
hospital,53033025805,4,4,4.691885855,1.416810437,2.517134448,4.491554056,8.016128852,4.116278579
hospital,53033028500,7,7,5.359877887,1.624568047,2.868659324,5.129420933,9.173516017,4.697899065
hospital,53033029204,4,4,4.540013568,1.420387694,2.380247564,4.332892364,7.888859025,3.94667691
hospital,53033029305,5,5,4.723859145,1.512035136,2.439112071,4.498989354,8.300045469,4.081018532
hospital,53033030004,5,5,4.830668613,1.60570687,2.430215684,4.584038362,8.648423978,4.128038904
hospital,53033030005,4,4,4.28212401,1.358834207,2.223947424,4.0815376,7.492119702,3.708250262
hospital,53033030310,3,3,3.942977994,1.287169414,2.008734129,3.748294371,6.995661312,3.387428112
hospital,53033030504,4,4,4.235948735,1.352759294,2.190573062,4.035162428,7.434408421,3.661836228
hospital,53033030901,4,4,4.243962334,1.476934996,2.065837179,4.008161083,7.778275827,3.575281117
hospital,53033031604,5,5,4.893663278,1.517449059,2.580750912,4.674090263,8.466968446,4.264144459
hospital,53033031909,10,10,7.312563885,1.980264538,4.190107904,7.058317239,11.89179023,6.576150981
hospital,53033032318,3,3,4.214669675,1.29927678,2.231188923,4.027618872,7.271764146,3.678105965
hospital,53033032702,7,7,5.32762799,1.579852723,2.891192618,5.10776553,9.025294426,4.695037109
hospital,53033000402,18,18,19.55817633,3.934740778,12.97593089,19.17398069,28.33599935,18.42839195
hospital,53033004302,20,20,21.25169863,4.20305238,14.20051766,20.8478566,30.6104885,20.06339297
hospital,53033007000,13,13,18.13889315,3.694562346,11.97137796,17.77393254,26.39222702,17.06616048
hospital,53033022701,7,7,6.407115516,1.789816043,3.605623775,6.1708494,10.56286471,5.724244045
hospital,53033026600,6,6,9.152278644,2.313082327,5.448121547,8.873262485,14.45391303,8.340683941
hospital,53033028403,1,1,3.172856844,1.171154447,1.47721481,2.976537008,5.998920371,2.619642879
hospital,53033029403,4,4,4.252451786,1.316815371,2.244609167,4.06213642,7.352719747,3.706746874
hospital,53033032203,7,7,5.637821336,1.56466117,3.184913189,5.43247622,9.267654742,5.044025624
hospital,53033031000,1,1,3.320028848,1.207051984,1.56392072,3.120192102,6.226453919,2.755990911
hospital,53033004000,28,28,25.70592239,4.520770788,17.9820939,25.3173688,35.64863152,24.55803943
hospital,53033022606,2,2,3.670316728,1.248346648,1.816603311,3.474812517,6.647982015,3.114538989
hospital,53033031502,5,5,4.810083018,1.466773943,2.564416092,4.600909347,8.256147295,4.20951356
hospital,53033005200,49,49,47.28855198,6.405483173,35.9762917,46.86057908,61.04279863,46.01661257
hospital,53033007402,22,22,24.85068907,4.600144272,17.05134584,24.43553633,35.0213961,23.62611633
hospital,53033022203,18,18,15.38896805,3.407723909,9.784734781,15.02497791,23.07471142,14.32288291
hospital,53033027300,2,2,3.538085941,1.170775891,1.785559975,3.358945806,6.319991477,3.027521552
hospital,53033029601,5,5,4.9561628,1.510329877,2.643410884,4.740900591,8.504240784,4.338081735
hospital,53033030308,4,4,4.298290257,1.383110131,2.211432225,4.091658014,7.571949924,3.70787035
hospital,53033000800,121,121,118.2770459,10.64447059,98.78440843,117.8009188,140.4858612,116.8546152
hospital,53033002800,22,22,24.71150654,4.460153116,17.12040594,24.31855601,34.54686857,23.55143301
hospital,53033008700,74,74,75.07816637,8.378607498,59.99490927,74.61493834,92.80395463,73.69744372
hospital,53033021600,6,6,6.260903329,1.946259275,3.296385714,5.978671947,10.84554689,5.451926353
hospital,53033023500,3,3,4.119389956,1.316042947,2.12974215,3.923988612,7.231203726,3.560694413
hospital,53033028700,4,4,4.259996913,1.480581881,2.075629312,4.023871377,7.80238489,3.590302066
hospital,53033031100,4,4,4.398047376,1.317248561,2.371805916,4.213122753,7.485250012,3.866380451
hospital,53033032211,5,5,4.635512804,1.515535983,2.359078513,4.405992406,8.230553962,3.980642754
hospital,53033032800,3,3,3.775542079,1.253481608,1.900999461,3.583208165,6.755341242,3.227538633
hospital,53033025101,3,3,4.630476366,1.493660815,2.378364626,4.406858126,8.167000957,3.991664384
hospital,53033031205,1,1,3.372102963,1.086049798,1.733863461,3.209726187,5.942974385,2.908174019
hospital,53033000600,23,23,26.90659157,4.603598571,19.01015724,26.52118424,37.00367641,25.76716943
hospital,53033001400,29,29,28.11580505,4.822704563,19.84651296,27.71107324,38.69611375,26.91933276
hospital,53033001600,32,32,32.05235714,5.258027086,22.98080435,31.62957174,43.53758517,30.80102513
hospital,53033002400,18,18,20.91749941,4.093766943,14.03778664,20.52803519,30.02252503,19.77105661
hospital,53033002900,18,18,21.51820043,4.055799628,14.66104451,21.14584904,30.50243955,20.42060872
hospital,53033003400,21,21,25.29368695,4.522178169,17.58614247,24.89885322,35.25614659,24.12776119
hospital,53033003600,22,22,24.77593765,4.522252351,17.09215653,24.37323617,34.75979721,23.58747728
hospital,53033004200,19,19,20.70544003,4.009662073,13.95547084,20.3277684,29.6132091,19.59327669
hospital,53033004301,19,19,21.02281368,3.956123355,14.3325091,20.66016142,29.7847768,19.95374962
hospital,53033004500,39,39,38.74515906,5.797152731,28.62449613,38.31859134,51.3003617,37.47966206
hospital,53033004700,95,95,90.74289736,9.229448602,73.99689034,90.2771122,110.1459616,89.35313462
hospital,53033004800,58,58,56.46478535,7.14704653,43.75207574,56.01780219,71.72766433,55.13472253
hospital,53033005100,65,65,64.75163775,7.741547245,50.90361386,64.29373183,81.21196981,63.38780422
hospital,53033005400,77,77,74.37340301,8.263153206,59.49211897,73.91854658,91.84945551,73.01756706
hospital,53033005600,14,14,16.41175791,3.812397792,10.19940572,15.98608129,25.05933686,15.16789369
hospital,53033005700,22,22,25.2112848,4.643571504,17.33225175,24.79420358,35.47263627,23.98079666
hospital,53033005802,24,24,26.60832795,4.580236052,18.75871545,26.22264656,36.66021215,25.46827978
hospital,53033006300,21,21,22.63958681,4.288098903,15.39526829,22.2440774,32.14334008,21.47394194
hospital,53033006500,33,33,33.79303081,5.315990717,24.57058329,33.38248228,45.35894929,32.5765565
