encountered_week,residence_puma,pathogen,modeled_intensity_mean,modeled_intensity_sd,modeled_intensity_lower_95_CI,modeled_intensity_median,modeled_intensity_upper_95_CI,modeled_intensity_mode
2019-W23,10902,h1n1pdm,Inf,Inf,6.58368321834198e-52,8.33924371846491e-07,9.71171963949614e+38,8.35202466353524e-07
2019-W24,10902,h1n1pdm,Inf,Inf,5.66265392706375e-55,5.40948943793463e-07,4.72532721598109e+41,5.41845170631391e-07
2019-W25,10902,h1n1pdm,Inf,Inf,3.92767746684003e-58,3.44768118809415e-07,2.75173739043022e+44,3.45385202952185e-07
2019-W26,10902,h1n1pdm,Inf,Inf,2.27474189458584e-61,2.16394933695092e-07,1.86093722539159e+47,2.16813060362877e-07
2019-W27,10902,h1n1pdm,Inf,Inf,1.13564511910569e-64,1.34503850121666e-07,1.4315977820981e+50,1.34783869146924e-07
2019-W28,10902,h1n1pdm,Inf,Inf,5.01090206377396e-68,8.30935662897223e-08,1.23080835969581e+53,8.32794637856979e-08
2019-W29,10902,h1n1pdm,Inf,Inf,1.99479591388918e-71,5.11826492490442e-08,1.16588830111779e+56,5.13053128623521e-08
2019-W30,10902,h1n1pdm,Inf,Inf,7.2804814465418e-75,3.14888601702443e-08,1.20162601986281e+59,3.15694381932337e-08
2019-W31,10902,h1n1pdm,Inf,Inf,2.4672325938356e-78,1.93663238332229e-08,1.33283901289007e+62,1.94190697510081e-08
2018-W47,11000,h1n1pdm,Inf,Inf,2.49189573065501e-77,4.91669037833027e-08,8.52313419242213e+61,4.9286974875962e-08
2018-W48,11000,h1n1pdm,Inf,Inf,6.5459576374452e-74,7.21086659730668e-08,7.0215297545487e+58,7.22763159190178e-08
2018-W49,11000,h1n1pdm,Inf,Inf,1.59497557694093e-70,1.05817972094844e-07,6.24332273875223e+55,1.0605164918118e-07
2018-W50,11000,h1n1pdm,Inf,Inf,3.56322299395138e-67,1.55477364179169e-07,6.06924218033977e+52,1.55802550845859e-07
2018-W51,11000,h1n1pdm,Inf,Inf,7.20407959861918e-64,2.29130537517836e-07,6.55829835459585e+49,2.29582678057411e-07
2018-W52,11000,h1n1pdm,Inf,Inf,1.29447362491088e-60,3.38679157695638e-07,8.02067531252828e+46,3.39306808760814e-07
2019-W01,11000,h1n1pdm,Inf,Inf,2.01484341968656e-57,5.00342036736394e-07,1.13108835211721e+44,5.01209108443184e-07
2019-W02,11000,h1n1pdm,Inf,Inf,2.63341736794415e-54,7.36007143193735e-07,1.88307210098751e+41,7.37194923234019e-07
2019-W03,11000,h1n1pdm,Inf,Inf,2.77838066870201e-51,1.07195255728719e-06,3.80652446369431e+38,1.07355812471363e-06
2019-W04,11000,h1n1pdm,Inf,Inf,2.24921714810035e-48,1.53218668740333e-06,9.65644738724258e+35,1.53431336410759e-06
2019-W05,11000,h1n1pdm,Inf,Inf,1.31614754902721e-45,2.13241966410006e-06,3.21226735853888e+33,2.1351629095808e-06
2019-W06,11000,h1n1pdm,Inf,Inf,5.16691351545119e-43,2.85894463870139e-06,1.47761325568239e+31,2.86236408429549e-06
2019-W07,11000,h1n1pdm,Inf,Inf,1.23395581474227e-40,3.61865628314332e-06,9.95443020620932e+28,3.62271692683616e-06
2019-W08,11000,h1n1pdm,Inf,Inf,1.62573447690177e-38,4.30175968867576e-06,1.07178802870812e+27,4.30633204090385e-06
2019-W09,11000,h1n1pdm,2.3567614246718e+275,Inf,1.07685692864999e-36,4.86904127572222e-06,2.07977870719166e+25,4.87397131841761e-06
2019-W10,11000,h1n1pdm,4.6691448447648e+249,Inf,3.25224538156669e-35,5.34401055041336e-06,8.31769433111384e+23,5.34918658958546e-06
2019-W11,11000,h1n1pdm,3.25962642580003e+231,Inf,4.05639177907146e-34,5.78422322735248e-06,7.8282387315054e+22,5.78961963548354e-06
2019-W12,11000,h1n1pdm,8.06530891768071e+220,Inf,1.90011984117535e-33,6.21042006063835e-06,1.92883380299926e+22,6.21607269954401e-06
2019-W13,11000,h1n1pdm,7.0390734336296e+217,Inf,3.10722942154967e-33,6.58274330823497e-06,1.32563845073832e+22,6.58868885417086e-06
2019-W14,11000,h1n1pdm,2.13482087476539e+222,Inf,1.71063077579333e-33,6.78557152636437e-06,2.55727253719709e+22,6.79175805805096e-06
2019-W15,11000,h1n1pdm,2.20913121799075e+234,Inf,3.20977525794185e-34,6.6790198403937e-06,1.31864111471832e+23,6.68525695564152e-06
2019-W16,11000,h1n1pdm,7.72517058722984e+253,Inf,2.19244988245652e-35,6.2172968150898e-06,1.66928992743405e+24,6.22331585028141e-06
2019-W17,11000,h1n1pdm,9.04397308391752e+280,Inf,5.99809748579342e-37,5.42246280807583e-06,4.62830779420026e+25,5.42796582760662e-06
2019-W18,11000,h1n1pdm,Inf,Inf,7.40336881340039e-39,4.44073235356719e-06,2.50637703697825e+27,4.44550367260382e-06
2019-W19,11000,h1n1pdm,Inf,Inf,4.65532861405091e-41,3.43787054788049e-06,2.37956279234617e+29,3.44181201707584e-06
2019-W20,11000,h1n1pdm,Inf,Inf,1.68021612298422e-43,2.5541027845303e-06,3.62325579913164e+31,2.55723782656502e-06
2019-W21,11000,h1n1pdm,Inf,Inf,3.81983175294625e-46,1.82662494097828e-06,8.11349809510419e+33,1.82903090508463e-06
2019-W22,11000,h1n1pdm,Inf,Inf,5.88509523790835e-49,1.25516862042111e-06,2.47421908553722e+36,1.25694939745065e-06
2019-W23,11000,h1n1pdm,Inf,Inf,6.57509803225716e-52,8.3388339108887e-07,9.72337614533089e+38,8.35161410765855e-07
2019-W24,11000,h1n1pdm,Inf,Inf,5.65481124731463e-55,5.40920034694996e-07,4.73134383280967e+41,5.41816138534847e-07
2019-W25,11000,h1n1pdm,Inf,Inf,3.92193089602912e-58,3.44748208004725e-07,2.75543455518958e+44,3.45365158618896e-07
2019-W26,11000,h1n1pdm,Inf,Inf,2.27124145272535e-61,2.16381500381882e-07,1.8635642461007e+47,2.16799501091159e-07
2019-W27,11000,h1n1pdm,Inf,Inf,1.13381376041311e-64,1.34494917223713e-07,1.43371356929642e+50,1.34774828995251e-07
2019-W28,11000,h1n1pdm,Inf,Inf,5.00245972104436e-68,8.30876869363294e-08,1.2327070718022e+53,8.32734991150342e-08
2019-W29,11000,h1n1pdm,Inf,Inf,1.99129374425943e-71,5.11788054410665e-08,1.16776085821109e+56,5.13014044856996e-08
2019-W30,11000,h1n1pdm,Inf,Inf,7.26719154773814e-75,3.14863585706288e-08,1.20363096559454e+59,3.15668894164414e-08
2019-W31,11000,h1n1pdm,Inf,Inf,2.46255901152275e-78,1.93647011755341e-08,1.33514488711996e+62,1.94174134815048e-08
2018-W47,11101,h1n1pdm,Inf,Inf,2.49206157507513e-77,4.9168586713559e-08,8.52305631718076e+61,4.9288693407432e-08
2018-W48,11101,h1n1pdm,Inf,Inf,6.54644371978237e-74,7.21109600111265e-08,7.02138241313341e+58,7.22786590057687e-08
2018-W49,11101,h1n1pdm,Inf,Inf,1.59510593829371e-70,1.05821082872094e-07,6.24311909198664e+55,1.06054827161236e-07
2018-W50,11101,h1n1pdm,Inf,Inf,3.56353985512393e-67,1.55481558802357e-07,6.06897525419699e+52,1.55806836565523e-07
2018-W51,11101,h1n1pdm,Inf,Inf,7.20476951998174e-64,2.29136163903014e-07,6.55793771233864e+49,2.29588425133578e-07
2018-W52,11101,h1n1pdm,Inf,Inf,1.29460587787764e-60,3.38686650826136e-07,8.0201495617597e+46,3.39314455488361e-07
2019-W01,11101,h1n1pdm,Inf,Inf,2.01506100708744e-57,5.00351886981286e-07,1.13100291474282e+44,5.01219142416768e-07
2019-W02,11101,h1n1pdm,Inf,Inf,2.63371513617907e-54,7.36019833990032e-07,1.8829124415706e+41,7.37207811220229e-07
2019-W03,11101,h1n1pdm,Inf,Inf,2.7787062508562e-51,1.07196841452467e-06,3.80617010403353e+38,1.07357415117686e-06
2019-W04,11101,h1n1pdm,Inf,Inf,2.24948711024731e-48,1.53220559595322e-06,9.65547996590881e+35,1.53433234064994e-06
2019-W05,11101,h1n1pdm,Inf,Inf,1.31630708309264e-45,2.13244075246609e-06,3.21192780372735e+33,2.13518385414148e-06
2019-W06,11101,h1n1pdm,Inf,Inf,5.16753483414197e-43,2.85896592650594e-06,1.47745187506691e+31,2.86238490843118e-06
2019-W07,11101,h1n1pdm,Inf,Inf,1.23409954457332e-40,3.61867450062068e-06,9.95333312976229e+28,3.62273444794436e-06
2019-W08,11101,h1n1pdm,Inf,Inf,1.62591198910834e-38,4.3017711538929e-06,1.07167222210678e+27,4.30634291954179e-06
2019-W09,11101,h1n1pdm,2.35250615753577e+275,Inf,1.07696214213133e-36,4.8690428564219e-06,2.0795665728507e+25,4.87397278851859e-06
2019-W10,11101,h1n1pdm,4.66220344533694e+249,Inf,3.25251031923464e-35,5.34399979463395e-06,8.31693440846162e+23,5.34917635551187e-06
2019-W11,11101,h1n1pdm,3.25596897441964e+231,Inf,4.05663590367164e-34,5.78419791914939e-06,7.82764616823515e+22,5.78959529335391e-06
2019-W12,11101,h1n1pdm,8.05956875021888e+220,Inf,1.90018448920011e-33,6.21037796414989e-06,1.92872760836838e+22,6.21603156909852e-06
2019-W13,11101,h1n1pdm,7.03727442965142e+217,Inf,3.10724095292231e-33,6.58268262345036e-06,1.32559847954566e+22,6.58862862287727e-06
2019-W14,11101,h1n1pdm,2.13534707476583e+222,Inf,1.71058027000594e-33,6.78549230857215e-06,2.557266677066e+22,6.79167851074236e-06
2019-W15,11101,h1n1pdm,2.21088658970544e+234,Inf,3.20956922234933e-34,6.67892554462321e-06,1.3186766167418e+23,6.6851617097625e-06
2019-W16,11101,h1n1pdm,7.73589976052394e+253,Inf,2.19223322320266e-35,6.21719396569758e-06,1.66938343550531e+24,6.22321177584776e-06
2019-W17,11101,h1n1pdm,9.06232669359756e+280,Inf,5.99730379713859e-37,5.42236011757524e-06,4.62869593417594e+25,5.42786208278406e-06
2019-W18,11101,h1n1pdm,Inf,Inf,7.40215458136103e-39,4.4406377074302e-06,2.50665229620656e+27,4.44540835382744e-06
2019-W19,11101,h1n1pdm,Inf,Inf,4.65442738364234e-41,3.43778914793154e-06,2.37988084011533e+29,3.44173031778185e-06
2019-W20,11101,h1n1pdm,Inf,Inf,1.67984475910505e-43,2.55403625298933e-06,3.62381891100403e+31,2.55717119853961e-06
2019-W21,11101,h1n1pdm,Inf,Inf,3.81889020206766e-46,1.82657302859722e-06,8.11491986816153e+33,1.82897901441655e-06
2019-W22,11101,h1n1pdm,Inf,Inf,5.8835046566021e-49,1.25512999213836e-06,2.47469736052601e+36,1.25691088434102e-06
2019-W23,11101,h1n1pdm,Inf,Inf,6.57317408844838e-52,8.33855775857454e-07,9.72541669481182e+38,8.35133962244151e-07
2019-W24,11101,h1n1pdm,Inf,Inf,5.65303726992148e-55,5.40900859012826e-07,4.73240908680252e+41,5.41797137018287e-07
2019-W25,11101,h1n1pdm,Inf,Inf,3.92062187497331e-58,3.44735183850868e-07,2.7560941293169e+44,3.45352290771719e-07
2019-W26,11101,h1n1pdm,Inf,Inf,2.27043978554039e-61,2.16372823447605e-07,1.86403516151437e+47,2.16790953629194e-07
2019-W27,11101,h1n1pdm,Inf,Inf,1.1333926301885e-64,1.34489212176273e-07,1.43409389438986e+50,1.34769224684867e-07
2019-W28,11101,h1n1pdm,Inf,Inf,5.00051239144177e-68,8.30839699991775e-08,1.23304880914915e+53,8.32698570791351e-08
2019-W29,11101,h1n1pdm,Inf,Inf,1.9904840924534e-71,5.11763973446237e-08,1.16809793949367e+56,5.12990502134588e-08
2019-W30,11101,h1n1pdm,Inf,Inf,7.26411410077064e-75,3.14848040409675e-08,1.20399163122684e+59,3.15653726142795e-08
2019-W31,11101,h1n1pdm,Inf,Inf,2.46147556655889e-78,1.93637001758333e-08,1.33555913928893e+62,1.94164384468192e-08
2018-W47,11102,h1n1pdm,Inf,Inf,2.49006847359e-77,4.91657412908298e-08,8.52893932096063e+61,4.92858238714485e-08
2018-W48,11102,h1n1pdm,Inf,Inf,6.54123847298601e-74,7.21069322101145e-08,7.02621714133783e+58,7.2274597441072e-08
2018-W49,11102,h1n1pdm,Inf,Inf,1.59384492825518e-70,1.05815385468931e-07,6.24740815865136e+55,1.06049082615135e-07
2018-W50,11102,h1n1pdm,Inf,Inf,3.56073889282982e-67,1.55473501338373e-07,6.07313557011306e+52,1.55798713827971e-07
2018-W51,11102,h1n1pdm,Inf,Inf,7.1991395019781e-64,2.2912475273113e-07,6.56242331154261e+49,2.29576925628033e-07
2018-W52,11102,h1n1pdm,Inf,Inf,1.29360033605979e-60,3.38670470729663e-07,8.02562231199485e+46,3.39298160391706e-07
2019-W01,11102,h1n1pdm,Inf,Inf,2.01350597275695e-57,5.00329000630166e-07,1.13177256581103e+44,5.01196113740179e-07
2019-W02,11102,h1n1pdm,Inf,Inf,2.63169726860758e-54,7.3598766720448e-07,1.88418937637212e+41,7.37175481571977e-07
2019-W03,11102,h1n1pdm,Inf,Inf,2.77659506358356e-51,1.07192375225181e-06,3.80873955440358e+38,1.07352932544591e-06
2019-W04,11102,h1n1pdm,Inf,Inf,2.24779537156768e-48,1.5321448840752e-06,9.66195680739924e+35,1.53427149967744e-06
2019-W05,11102,h1n1pdm,Inf,Inf,1.31532989095024e-45,2.13236060505616e-06,3.21406286202909e+33,2.13510366713414e-06
2019-W06,11102,h1n1pdm,Inf,Inf,5.16376328030166e-43,2.85886428857592e-06,1.47842117857375e+31,2.86228337567834e-06
2019-W07,11102,h1n1pdm,Inf,Inf,1.23321922940512e-40,3.61855314508169e-06,9.95974068258402e+28,3.62261328088704e-06
2019-W08,11102,h1n1pdm,Inf,Inf,1.62478786831676e-38,4.30163545941576e-06,1.07234359955644e+27,4.30620731657557e-06
2019-W09,11102,h1n1pdm,2.37986206811289e+275,Inf,1.07624868584336e-36,4.86889891430312e-06,2.08081984087545e+25,4.87382869137893e-06
2019-W10,11102,h1n1pdm,4.71098526800596e+249,Inf,3.25047711638261e-35,5.34385241077534e-06,8.3216815931643e+23,5.34902854020748e-06
2019-W11,11102,h1n1pdm,3.28634364302719e+231,Inf,4.05428994646244e-34,5.78404994683639e-06,7.83179315995776e+22,5.78944672920192e-06
2019-W12,11102,h1n1pdm,8.12586149563256e+220,Inf,1.89919262663847e-33,6.21023159976649e-06,1.9296525848256e+22,6.21588464872321e-06
2019-W13,11102,h1n1pdm,7.08760816095659e+217,Inf,3.10581931596857e-33,6.58254084404622e-06,1.32615716137758e+22,6.58848653414656e-06
2019-W14,11102,h1n1pdm,2.14839420596341e+222,Inf,1.70991712762985e-33,6.7853599749269e-06,2.55818243300245e+22,6.79154623085304e-06
2019-W15,11102,h1n1pdm,2.22215782116328e+234,Inf,3.20855502179115e-34,6.67880885466273e-06,1.31906300373414e+23,6.68504537455773e-06
2019-W16,11102,h1n1pdm,7.76774293044246e+253,Inf,2.19169384637084e-35,6.2170979223837e-06,1.66976680474112e+24,6.22311624683805e-06
2019-W17,11102,h1n1pdm,9.09100534628211e+280,Inf,5.99622087063172e-37,5.42228724308517e-06,4.62948617478078e+25,5.42778965430607e-06
2019-W18,11102,h1n1pdm,Inf,Inf,7.40125689342674e-39,4.44058688717856e-06,2.50694781262183e+27,4.44535777978569e-06
2019-W19,11102,h1n1pdm,Inf,Inf,4.65410696791067e-41,3.43775662703287e-06,2.38005173864884e+29,3.44169782145906e-06
2019-W20,11102,h1n1pdm,Inf,Inf,1.67980569715246e-43,2.55401716045309e-06,3.62393636155573e+31,2.5571520008314e-06
2019-W21,11102,h1n1pdm,Inf,Inf,3.81895124816312e-46,1.82656299123813e-06,8.11491370049479e+33,1.82896879885368e-06
2019-W22,11102,h1n1pdm,Inf,Inf,5.88379639684133e-49,1.25512556356531e-06,2.47462722178338e+36,1.25690622889751e-06
2019-W23,11102,h1n1pdm,Inf,Inf,6.57368862245048e-52,8.33854462837914e-07,9.72492024474161e+38,8.35132407433245e-07
2019-W24,11102,h1n1pdm,Inf,Inf,5.6536180724081e-55,5.40901059603917e-07,4.7320798899119e+41,5.41797112898349e-07
2019-W25,11102,h1n1pdm,Inf,Inf,3.92110645554924e-58,3.4473598016337e-07,2.75586122812622e+44,3.45352896318427e-07
2019-W26,11102,h1n1pdm,Inf,Inf,2.27076081533059e-61,2.16373741092853e-07,1.86385546867387e+47,2.16791718325673e-07
2019-W27,11102,h1n1pdm,Inf,Inf,1.13357010401332e-64,1.34490041644548e-07,1.43394229659934e+50,1.34769937264949e-07
2019-W28,11102,h1n1pdm,Inf,Inf,5.00136025354521e-68,8.30846422412903e-08,1.23290969805928e+53,8.32704431865488e-08
2019-W29,11102,h1n1pdm,Inf,Inf,1.99084361625466e-71,5.11769098129494e-08,1.1679600444406e+56,5.12995009852604e-08
2019-W30,11102,h1n1pdm,Inf,Inf,7.26549468099081e-75,3.14851798561605e-08,1.20384513486261e+59,3.1565705175442e-08
2019-W31,11102,h1n1pdm,Inf,Inf,2.46196314171657e-78,1.93639685455377e-08,1.33539364052157e+62,1.94166769842808e-08
2018-W47,11103,h1n1pdm,Inf,Inf,2.49023800824269e-77,4.91684757161769e-08,8.52923113641742e+61,4.92885545334747e-08
2018-W48,11103,h1n1pdm,Inf,Inf,6.54173820503847e-74,7.21107628208644e-08,7.02636716904846e+58,7.22784231842999e-08
2018-W49,11103,h1n1pdm,Inf,Inf,1.59397959914675e-70,1.05820743096386e-07,6.24746262085426e+55,1.0605443417688e-07
2018-W50,11103,h1n1pdm,Inf,Inf,3.56106761699616e-67,1.55480985844598e-07,6.07311350944072e+52,1.55806191232927e-07
2018-W51,11103,h1n1pdm,Inf,Inf,7.19985795732226e-64,2.29135212068831e-07,6.56232078382705e+49,2.29587377656887e-07
2018-W52,11103,h1n1pdm,Inf,Inf,1.29373853726605e-60,3.38685087348527e-07,8.0254043550389e+46,3.39312771547043e-07
2019-W01,11103,h1n1pdm,Inf,Inf,2.01373411975494e-57,5.0034934829513e-07,1.1317294384257e+44,5.01216461564791e-07
2019-W02,11103,h1n1pdm,Inf,Inf,2.63201059226955e-54,7.36015765487124e-07,1.88409836909872e+41,7.37203591734319e-07
2019-W03,11103,h1n1pdm,Inf,Inf,2.77693900304081e-51,1.07196200400848e-06,3.80852047318398e+38,1.07356760886213e-06
2019-W04,11103,h1n1pdm,Inf,Inf,2.24808190067889e-48,1.53219573573414e-06,9.66132415099615e+35,1.53432240982677e-06
2019-W05,11103,h1n1pdm,Inf,Inf,1.31550022198574e-45,2.13242604908008e-06,3.21383207260567e+33,2.13516919713054e-06
2019-W06,11103,h1n1pdm,Inf,Inf,5.16443190613481e-43,2.85894487410613e-06,1.47830876789423e+31,2.86236406246765e-06
2019-W07,11103,h1n1pdm,Inf,Inf,1.2333756677588e-40,3.61864607904288e-06,9.95896787873374e+28,3.62270631136841e-06
2019-W08,11103,h1n1pdm,Inf,Inf,1.62498433786979e-38,4.3017351659922e-06,1.07226229127735e+27,4.30630711644419e-06
2019-W09,11103,h1n1pdm,2.37597678610169e+275,Inf,1.07636810338384e-36,4.86899959619834e-06,2.08067413567458e+25,4.87392949390059e-06
2019-W10,11103,h1n1pdm,4.70466132563933e+249,Inf,3.25079018746048e-35,5.34394956722628e-06,8.3211859624322e+23,5.34912587641695e-06
2019-W11,11103,h1n1pdm,3.28304759715381e+231,Inf,4.0546005220531e-34,5.78414065196758e-06,7.83144816570762e+22,5.7895376666361e-06
2019-W12,11103,h1n1pdm,8.12087021468562e+220,Inf,1.89929118213787e-33,6.21031343814204e-06,1.92960706604643e+22,6.21596671861774e-06
2019-W13,11103,h1n1pdm,7.08635924575686e+217,Inf,3.10589027450054e-33,6.58261107184673e-06,1.32615864694503e+22,6.58855692110301e-06
2019-W14,11103,h1n1pdm,2.14906286669881e+222,Inf,1.70990117959381e-33,6.78541533113363e-06,2.55825614326696e+22,6.7916016435247e-06
2019-W15,11103,h1n1pdm,2.22404266266469e+234,Inf,3.20841664637899e-34,6.67884659646328e-06,1.31913943770166e+23,6.6850831111541e-06
2019-W16,11103,h1n1pdm,7.77888788012876e+253,Inf,2.19152486689236e-35,6.21711749241267e-06,1.66991217753251e+24,6.22313580381941e-06
2019-W17,11103,h1n1pdm,9.1098333564627e+280,Inf,5.9955605193006e-37,5.42229076033045e-06,4.63001884968337e+25,5.42779319548541e-06
2019-W18,11103,h1n1pdm,Inf,Inf,7.40020947652445e-39,4.44057867485579e-06,2.50730203219551e+27,4.44534962330143e-06
2019-W19,11103,h1n1pdm,Inf,Inf,4.65331125356309e-41,3.43774167838156e-06,2.38044563632265e+29,3.44168293549316e-06
2019-W20,11103,h1n1pdm,Inf,Inf,1.67947233854019e-43,2.55399966451823e-06,3.62461649759385e+31,2.55713454901799e-06
2019-W21,11103,h1n1pdm,Inf,Inf,3.81809543904908e-46,1.82654590444403e-06,8.11660147312358e+33,1.82895173233671e-06
2019-W22,11103,h1n1pdm,Inf,Inf,5.88233657020613e-49,1.25511067639662e-06,2.47518806047341e+36,1.25689134134106e-06
2019-W23,11103,h1n1pdm,Inf,Inf,6.57190904557893e-52,8.33842479706151e-07,9.7272918465635e+38,8.35120408482494e-07
2019-W24,11103,h1n1pdm,Inf,Inf,5.65196658397623e-55,5.4089192708879e-07,4.73330976446109e+41,5.41787955803789e-07
2019-W25,11103,h1n1pdm,Inf,Inf,3.91988112214888e-58,3.44729292186054e-07,2.75661888984511e+44,3.45346180965177e-07
2019-W26,11103,h1n1pdm,Inf,Inf,2.27000685601508e-61,2.16368998226206e-07,1.86439433048932e+47,2.16786949362077e-07
2019-W27,11103,h1n1pdm,Inf,Inf,1.13317239607774e-64,1.34486754429484e-07,1.43437619398855e+50,1.34766627402527e-07
2019-W28,11103,h1n1pdm,Inf,Inf,4.99951445457264e-68,8.30824017356613e-08,1.23329865376772e+53,8.32681842713936e-08
2019-W29,11103,h1n1pdm,Inf,Inf,1.99007362613506e-71,5.11754004697728e-08,1.16834297902545e+56,5.12979773621179e-08
2019-W30,11103,h1n1pdm,Inf,Inf,7.26255911010706e-75,3.14841717018511e-08,1.20425424012292e+59,3.15646863213406e-08
2019-W31,11103,h1n1pdm,Inf,Inf,2.46092676579394e-78,1.93632995563282e-08,1.33586295010073e+62,1.94160001844328e-08
2018-W47,11104,h1n1pdm,Inf,Inf,2.49010017024161e-77,4.91662374500038e-08,8.52882226105317e+61,4.92863573351866e-08
2018-W48,11104,h1n1pdm,Inf,Inf,6.54125851213667e-74,7.21076781878881e-08,7.02619793353308e+58,7.22753972579376e-08
2018-W49,11104,h1n1pdm,Inf,Inf,1.59383484452114e-70,1.05816506841645e-07,6.24745812249137e+55,1.06050281313861e-07
2018-W50,11104,h1n1pdm,Inf,Inf,3.56068415926218e-67,1.55475187429225e-07,6.07324740548142e+52,1.55800509626225e-07
2018-W51,11104,h1n1pdm,Inf,Inf,7.19896691657787e-64,2.29127291730476e-07,6.56261005874554e+49,2.29579615468712e-07
2018-W52,11104,h1n1pdm,Inf,Inf,1.29355891485275e-60,3.38674298771307e-07,8.02592755760483e+46,3.39302185448278e-07
2019-W01,11104,h1n1pdm,Inf,Inf,2.01342665981429e-57,5.00334761029342e-07,1.13182576971789e+44,5.01202115026757e-07
2019-W02,11104,h1n1pdm,Inf,Inf,2.63157642142926e-54,7.35996287609561e-07,1.88429341102881e+41,7.37184366856803e-07
2019-W03,11104,h1n1pdm,Inf,Inf,2.77645234443139e-51,1.07193651307092e-06,3.80897732425316e+38,1.07354232540991e-06
2019-W04,11104,h1n1pdm,Inf,Inf,2.24767044350563e-48,1.53216341789316e-06,9.66261722464258e+35,1.53429016622384e-06
2019-W05,11104,h1n1pdm,Inf,Inf,1.31525345955655e-45,2.13238681627434e-06,3.21429629938621e+33,2.13512978668115e-06
2019-W06,11104,h1n1pdm,Inf,Inf,5.16346080015408e-43,2.85890002451307e-06,1.47853176204798e+31,2.86231868967303e-06
2019-W07,11104,h1n1pdm,Inf,Inf,1.2331494932086e-40,3.61859928848938e-06,9.96048015238016e+28,3.62265883079899e-06
2019-W08,11104,h1n1pdm,Inf,Inf,1.62470431606963e-38,4.30169159237737e-06,1.07241905465763e+27,4.30626306616156e-06
2019-W09,11104,h1n1pdm,2.38224924811112e+275,Inf,1.07620294628615e-36,4.86896397272473e-06,2.08095011678989e+25,4.87389383204184e-06
2019-W10,11104,h1n1pdm,4.71443414300563e+249,Inf,3.250382291446e-35,5.3439254210584e-06,8.3221019403375e+23,5.34910207403203e-06
2019-W11,11104,h1n1pdm,3.28769613485921e+231,Inf,4.05424478269115e-34,5.78413054083988e-06,7.83205819042161e+22,5.78952802024413e-06
2019-W12,11104,h1n1pdm,8.12619851976475e+220,Inf,1.89921426790781e-33,6.21031966255803e-06,1.92967716673833e+22,6.21597328823357e-06
2019-W13,11104,h1n1pdm,7.0849285357007e+217,Inf,3.10593625317247e-33,6.58263573354062e-06,1.32614108100115e+22,6.58858170174313e-06
2019-W14,11104,h1n1pdm,2.14657450171467e+222,Inf,1.71003062302421e-33,6.78545940449557e-06,2.55808108494037e+22,6.79164564636709e-06
2019-W15,11104,h1n1pdm,2.21912407673114e+234,Inf,3.20886345544777e-34,6.67890838345826e-06,1.31897282761239e+23,6.6851447332419e-06
2019-W16,11104,h1n1pdm,7.7527306681942e+253,Inf,2.19196918559606e-35,6.21719215940402e-06,1.66960471853786e+24,6.22321026635674e-06
2019-W17,11104,h1n1pdm,9.06783106726377e+280,Inf,5.99714385914653e-37,5.42237085994295e-06,4.6289084578314e+25,5.4278731141493e-06
2019-W18,11104,h1n1pdm,Inf,Inf,7.40259286173534e-39,4.44065655755613e-06,2.50656934164747e+27,4.44542739589649e-06
2019-W19,11104,h1n1pdm,Inf,Inf,4.65506188906804e-41,3.43781150282997e-06,2.3796342827619e+29,3.44175274614265e-06
2019-W20,11104,h1n1pdm,Inf,Inf,1.68018871026843e-43,2.55405862517791e-06,3.62321850248166e+31,2.55719356575515e-06
2019-W21,11104,h1n1pdm,Inf,Inf,3.81990277956372e-46,1.82659314788634e-06,8.11313494652358e+33,1.82899908250977e-06
2019-W22,11104,h1n1pdm,Inf,Inf,5.88537807455465e-49,1.25514664404963e-06,2.47403593998954e+36,1.25692746160653e-06
2019-W23,11104,h1n1pdm,Inf,Inf,6.57557659492124e-52,8.33868716225109e-07,9.72241583613363e+38,8.35146826152413e-07
2019-W24,11104,h1n1pdm,Inf,Inf,5.65533968932484e-55,5.40910472043412e-07,4.73077789308855e+41,5.41806685459509e-07
2019-W25,11104,h1n1pdm,Inf,Inf,3.92236489547705e-58,3.4474208855618e-07,2.75505663766978e+44,3.45359147221307e-07
2019-W26,11104,h1n1pdm,Inf,Inf,2.27152518526264e-61,2.16377646311604e-07,1.86328119420507e+47,2.16795743587397e-07
2019-W27,11104,h1n1pdm,Inf,Inf,1.13396874445916e-64,1.3449251453144e-07,1.4334781037417e+50,1.34772506311991e-07
2019-W28,11104,h1n1pdm,Inf,Inf,5.00319178831771e-68,8.30861986940962e-08,1.2324919037112e+53,8.32720736386869e-08
2019-W29,11104,h1n1pdm,Inf,Inf,1.99160077467915e-71,5.11778865136066e-08,1.16754701211206e+56,5.13005328082598e-08
2019-W30,11104,h1n1pdm,Inf,Inf,7.26835785267527e-75,3.14857919311261e-08,1.20340202392244e+59,3.1566357283943e-08
2019-W31,11104,h1n1pdm,Inf,Inf,2.46296648300627e-78,1.93643519206939e-08,1.33488318538971e+62,1.94170888652491e-08
2018-W47,11200,h1n1pdm,Inf,Inf,2.4935575281048e-77,4.91670736704619e-08,8.51728496221814e+61,4.92872074570929e-08
2018-W48,11200,h1n1pdm,Inf,Inf,6.54995742892463e-74,7.21089956212175e-08,7.0171242804899e+58,7.22767358711776e-08
2018-W49,11200,h1n1pdm,Inf,Inf,1.59586366383011e-70,1.05818573554842e-07,6.23976312293413e+55,1.06052379890144e-07
