CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Broadview/Bitter Lake,h1n1pdm,2019_W04,0.0013187,9.51E-05,0.0013187,0.018236547,0.001318851,3
Capitol Hill,h1n1pdm,2019_W04,0.002169797,0.000341065,0.002169793,0.013780678,0.002169959,3
Cascade/Eastlake,h1n1pdm,2019_W04,0.004979651,0.000946097,0.004979527,0.026173544,0.004979635,4
Cedar Park/Meadowbrook,h1n1pdm,2019_W04,0.003895788,0.000840676,0.003895723,0.018029912,0.003895849,3
Central Area/Squire Park,h1n1pdm,2019_W04,0.003281192,0.000712935,0.003281158,0.015081067,0.003281305,3
Columbia City,h1n1pdm,2019_W04,0.002189554,0.000327691,0.00218951,0.014606333,0.0021896,3
Downtown Commercial Core,h1n1pdm,2019_W04,0.001470255,0.000203866,0.001470269,0.0105836,0.001470421,3
Duwamish/SODO,h1n1pdm,2019_W04,0.000591766,3.66E-05,0.000591858,0.009530657,0.000592114,2
Fauntleroy/Seaview,h1n1pdm,2019_W04,0.006543826,0.001044513,0.006543655,0.040933947,0.006543831,4
First Hill,h1n1pdm,2019_W04,0.001887799,0.000299218,0.001887785,0.011890798,0.001887905,3
Fremont,h1n1pdm,2019_W04,0.00267947,0.000486368,0.002679445,0.014739313,0.002679592,3
Georgetown,h1n1pdm,2019_W04,0.002017779,0.000186214,0.002017812,0.021814605,0.002018087,3
Green Lake,h1n1pdm,2019_W04,0.005954603,0.001031992,0.005954452,0.034307911,0.0059546,4
Greenwood/Phinney Ridge,h1n1pdm,2019_W04,0.007008275,0.001408067,0.007008126,0.034834771,0.007008312,4
Haller Lake,h1n1pdm,2019_W04,0.002356078,0.000194953,0.002356001,0.028414487,0.0023561,3
High Point,h1n1pdm,2019_W04,0.001796484,0.000172581,0.001796437,0.018663276,0.001796523,3
Highland Park,h1n1pdm,2019_W04,5.02E-05,1.05E-07,5.02E-05,0.023800561,5.03E-05,1
Interbay,h1n1pdm,2019_W04,0.003364222,0.000580428,0.003364141,0.019470676,0.003364233,3
Judkins Park,h1n1pdm,2019_W04,0.00418659,0.000744696,0.0041865,0.023502168,0.004186632,4
Laurelhurst/Sand Point,h1n1pdm,2019_W04,0.003029666,0.000454306,0.003029601,0.020171525,0.003029721,3
Licton Springs,h1n1pdm,2019_W04,0.001561597,9.07E-05,0.001561517,0.026828571,0.001561549,3
Madison Park,h1n1pdm,2019_W04,1.77E-06,4.86E-34,1.77E-06,6.11E+21,1.77E-06,1
Madrona/Leschi,h1n1pdm,2019_W04,0.005429459,0.000953089,0.005429327,0.03088499,0.005429469,4
Magnolia,h1n1pdm,2019_W04,0.000512021,2.34E-05,0.000512127,0.011138888,0.000512407,2
Miller Park,h1n1pdm,2019_W04,0.003874106,0.000586025,0.003874018,0.025570023,0.003874158,3
Montlake/Portage Bay,h1n1pdm,2019_W04,0.001845779,0.000266026,0.001845838,0.012781734,0.00184611,3
Mt. Baker/North Rainier,h1n1pdm,2019_W04,0.004529743,0.000672622,0.004529646,0.030455799,0.004529825,4
NA,h1n1pdm,2019_W04,4.35E-06,5.69E-35,4.35E-06,3.15E+23,4.35E-06,1
North Beach/Blue Ridge,h1n1pdm,2019_W04,0.002652447,0.000343576,0.002652379,0.020441892,0.002652475,3
North Beacon Hill/Jefferson Park,h1n1pdm,2019_W04,0.001507139,0.000244635,0.001507224,0.009266806,0.001507512,3
North Capitol Hill,h1n1pdm,2019_W04,0.002896258,0.000327306,0.002896239,0.025578185,0.002896475,3
North Delridge,h1n1pdm,2019_W04,0.002132056,0.000229075,0.002132122,0.019799768,0.002132458,3
Northgate/Maple Leaf,h1n1pdm,2019_W04,0.006596184,0.001500652,0.006596039,0.028958147,0.006596169,4
Olympic Hills/Victory Heights,h1n1pdm,2019_W04,0.007697754,0.001699665,0.007697606,0.034818617,0.007697809,4
Pioneer Square/International District,h1n1pdm,2019_W04,0.004662098,0.000997661,0.004662012,0.021757646,0.00466215,4
Queen Anne,h1n1pdm,2019_W04,0.00261818,0.000499373,0.002618186,0.013705988,0.002618386,3
Rainier Beach,h1n1pdm,2019_W04,0.003760468,0.000666479,0.003760413,0.021185854,0.003760581,3
Ravenna/Bryant,h1n1pdm,2019_W04,0.003608047,0.000709477,0.003607977,0.018323441,0.00360809,3
Riverview,h1n1pdm,2019_W04,0.006783294,0.000853742,0.006783059,0.053804078,0.006783193,4
Roxhill/Westwood,h1n1pdm,2019_W04,0.001711914,0.000169112,0.001711888,0.017294427,0.001712006,3
Seward Park,h1n1pdm,2019_W04,0.007185525,0.001281255,0.007185307,0.04024112,0.007185404,4
South Beacon Hill/NewHolly,h1n1pdm,2019_W04,0.002593485,0.000304538,0.002593414,0.022046603,0.002593512,3
South Park,h1n1pdm,2019_W04,0.001474356,0.000124752,0.001474366,0.017384347,0.001474543,3
Sunset Hill/Loyal Heights,h1n1pdm,2019_W04,0.005307272,0.001042967,0.005307184,0.026969044,0.005307382,4
University District,h1n1pdm,2019_W04,0.004703412,0.000847756,0.004703309,0.026057204,0.00470345,4
Wallingford,h1n1pdm,2019_W04,0.002798834,0.000572375,0.002798786,0.013667342,0.002798882,3
Wedgwood/View Ridge,h1n1pdm,2019_W04,0.003941432,0.000728893,0.00394135,0.021282573,0.003941473,3
West Seattle Junction/Genesee Hill,h1n1pdm,2019_W04,0.002595862,0.000315622,0.002595822,0.021310613,0.002595979,3
Whittier Heights,h1n1pdm,2019_W04,0.003642752,0.000554664,0.003642694,0.023884716,0.003642873,3
Alki/Admiral,h1n1pdm,2019_W05,0.005905483,0.000815959,0.005905264,0.042672317,0.005905329,4
Arbor Heights,h1n1pdm,2019_W05,0.006800162,0.001083799,0.006799947,0.042602713,0.006800052,4
Ballard,h1n1pdm,2019_W05,0.011990412,0.002436693,0.011990072,0.058925481,0.011990212,5
Beacon Hill,h1n1pdm,2019_W05,0.003238524,0.000425956,0.003238421,0.02458105,0.003238497,3
Belltown,h1n1pdm,2019_W05,0.002003956,0.000354022,0.002003972,0.01132502,0.002004153,3
Broadview/Bitter Lake,h1n1pdm,2019_W05,0.001900041,0.000157918,0.001899984,0.022812832,0.001900075,3
Capitol Hill,h1n1pdm,2019_W05,0.003126477,0.000521264,0.003126408,0.018723831,0.003126511,3
Cascade/Eastlake,h1n1pdm,2019_W05,0.006368845,0.0012568,0.00636865,0.032231827,0.006368703,4
Cedar Park/Meadowbrook,h1n1pdm,2019_W05,0.00533961,0.001177869,0.005339478,0.024175825,0.005339562,4
Central Area/Squire Park,h1n1pdm,2019_W05,0.004678172,0.001037943,0.004678073,0.021058714,0.004678179,4
Columbia City,h1n1pdm,2019_W05,0.00297363,0.000476964,0.002973533,0.018511443,0.002973574,3
Downtown Commercial Core,h1n1pdm,2019_W05,0.002148876,0.000320644,0.002148839,0.014377613,0.002148939,3
Duwamish/SODO,h1n1pdm,2019_W05,0.00093159,6.64E-05,0.000931664,0.013032254,0.000931919,2
Fauntleroy/Seaview,h1n1pdm,2019_W05,0.00850011,0.001437563,0.008499823,0.050187762,0.0084999,4
First Hill,h1n1pdm,2019_W05,0.002679786,0.000451023,0.002679717,0.015898464,0.002679786,3
Fremont,h1n1pdm,2019_W05,0.003801621,0.000720234,0.00380153,0.020038307,0.00380162,3
Georgetown,h1n1pdm,2019_W05,0.002965192,0.000306091,0.002965141,0.028667825,0.002965329,3
Green Lake,h1n1pdm,2019_W05,0.007697981,0.001400284,0.007697733,0.042260855,0.007697801,4
Greenwood/Phinney Ridge,h1n1pdm,2019_W05,0.009275292,0.001918354,0.009275034,0.044788625,0.009275146,4
Haller Lake,h1n1pdm,2019_W05,0.00310991,0.000295554,0.00310977,0.032661324,0.003109803,3
High Point,h1n1pdm,2019_W05,0.00242236,0.000262873,0.002422261,0.022281738,0.002422293,3
Highland Park,h1n1pdm,2019_W05,8.51E-05,2.58E-07,8.52E-05,0.027914642,8.53E-05,1
Interbay,h1n1pdm,2019_W05,0.004406645,0.000800604,0.004406504,0.024221351,0.004406545,4
Judkins Park,h1n1pdm,2019_W05,0.0055934,0.001041496,0.005593232,0.029998494,0.005593299,4
Laurelhurst/Sand Point,h1n1pdm,2019_W05,0.004097794,0.000657765,0.004097659,0.025490717,0.004097712,4
Licton Springs,h1n1pdm,2019_W05,0.0018159,0.000124267,0.001815806,0.026478117,0.001815827,3
Madison Park,h1n1pdm,2019_W05,2.45E-06,7.75E-32,2.45E-06,7.38E+19,2.45E-06,1
Madrona/Leschi,h1n1pdm,2019_W05,0.007080792,0.001302539,0.007080569,0.038439406,0.007080638,4
Magnolia,h1n1pdm,2019_W05,0.000816149,4.40E-05,0.000816245,0.015077872,0.000816541,2
Miller Park,h1n1pdm,2019_W05,0.005197096,0.000839667,0.005196924,0.032119617,0.005196987,4
Montlake/Portage Bay,h1n1pdm,2019_W05,0.002774797,0.00042693,0.002774791,0.018003957,0.002775002,3
Mt. Baker/North Rainier,h1n1pdm,2019_W05,0.006126778,0.000973511,0.006126577,0.038501035,0.006126658,4
NA,h1n1pdm,2019_W05,6.03E-06,1.07E-32,6.02E-06,3.21E+21,6.03E-06,1
North Beach/Blue Ridge,h1n1pdm,2019_W05,0.003522239,0.000497631,0.003522108,0.024890985,0.003522144,3
North Beacon Hill/Jefferson Park,h1n1pdm,2019_W05,0.002325665,0.000397595,0.002325704,0.013580391,0.002325958,3
North Capitol Hill,h1n1pdm,2019_W05,0.004127231,0.000512494,0.004127112,0.033179514,0.004127245,4
North Delridge,h1n1pdm,2019_W05,0.003180338,0.000375713,0.003180317,0.026869411,0.003180568,3
Northgate/Maple Leaf,h1n1pdm,2019_W05,0.008432787,0.001945358,0.008432565,0.036510993,0.008432654,4
Olympic Hills/Victory Heights,h1n1pdm,2019_W05,0.010300549,0.002314174,0.010300289,0.045792333,0.010300431,5
Pioneer Square/International District,h1n1pdm,2019_W05,0.006307503,0.001380723,0.006307342,0.028778397,0.006307432,4
Queen Anne,h1n1pdm,2019_W05,0.003839833,0.000758896,0.00383977,0.019401614,0.003839914,3
Rainier Beach,h1n1pdm,2019_W05,0.005226239,0.000969107,0.005226098,0.028145124,0.005226194,4
Ravenna/Bryant,h1n1pdm,2019_W05,0.004863205,0.000989548,0.004863071,0.023869474,0.004863135,4
Riverview,h1n1pdm,2019_W05,0.008367982,0.001147923,0.008367645,0.060902746,0.008367685,4
Roxhill/Westwood,h1n1pdm,2019_W05,0.002391882,0.000265012,0.002391798,0.021548964,0.002391854,3
Seward Park,h1n1pdm,2019_W05,0.00860279,0.001599925,0.008602501,0.046194704,0.008602544,4
South Beacon Hill/NewHolly,h1n1pdm,2019_W05,0.00343971,0.000445864,0.003439576,0.026492511,0.00343961,3
South Park,h1n1pdm,2019_W05,0.002141065,0.000205136,0.002141013,0.022302113,0.002141125,3
Sunset Hill/Loyal Heights,h1n1pdm,2019_W05,0.007314232,0.001484282,0.007314042,0.035995677,0.007314164,4
University District,h1n1pdm,2019_W05,0.006251536,0.0011786,0.006251347,0.033114438,0.006251418,4
Wallingford,h1n1pdm,2019_W05,0.003832371,0.000807395,0.003832272,0.01816741,0.00383233,3
Wedgwood/View Ridge,h1n1pdm,2019_W05,0.005277432,0.001017332,0.005277278,0.02734007,0.005277343,4
West Seattle Junction/Genesee Hill,h1n1pdm,2019_W05,0.003619121,0.000481229,0.003619003,0.027172671,0.00361908,3
Whittier Heights,h1n1pdm,2019_W05,0.005051041,0.000818936,0.00505089,0.031107239,0.005050983,4
Alki/Admiral,h1n1pdm,2019_W06,0.007606179,0.001134953,0.007605857,0.050898126,0.007605835,4
Arbor Heights,h1n1pdm,2019_W06,0.009009204,0.001520771,0.00900886,0.053296041,0.009008859,4
Ballard,h1n1pdm,2019_W06,0.015296713,0.003190632,0.015296235,0.073244039,0.015296312,5
Beacon Hill,h1n1pdm,2019_W06,0.004403039,0.000629591,0.004402847,0.030745321,0.004402833,4
Belltown,h1n1pdm,2019_W06,0.00297349,0.000549611,0.002973439,0.016063803,0.002973554,3
Broadview/Bitter Lake,h1n1pdm,2019_W06,0.002655312,0.000252184,0.002655177,0.027906209,0.002655176,3
Capitol Hill,h1n1pdm,2019_W06,0.004369441,0.000768684,0.004369289,0.024802639,0.00436931,4
Cascade/Eastlake,h1n1pdm,2019_W06,0.007900531,0.001610254,0.007900272,0.038713786,0.007900294,4
Cedar Park/Meadowbrook,h1n1pdm,2019_W06,0.007098357,0.00159576,0.007098154,0.031537295,0.007098203,4
Central Area/Squire Park,h1n1pdm,2019_W06,0.006469235,0.001461544,0.00646906,0.028600164,0.006469124,4
Columbia City,h1n1pdm,2019_W06,0.00391699,0.000668638,0.003916837,0.022914277,0.003916828,3
Downtown Commercial Core,h1n1pdm,2019_W06,0.003046258,0.000486395,0.003046149,0.019050274,0.003046172,3
Duwamish/SODO,h1n1pdm,2019_W06,0.001422443,0.000116126,0.001422468,0.017382078,0.001422672,3
Fauntleroy/Seaview,h1n1pdm,2019_W06,0.010709091,0.001904822,0.010708698,0.060124821,0.010708706,5
First Hill,h1n1pdm,2019_W06,0.003689614,0.000655776,0.003689481,0.020730402,0.003689487,3
Fremont,h1n1pdm,2019_W06,0.005231458,0.001029856,0.005231288,0.026540072,0.005231313,4
Georgetown,h1n1pdm,2019_W06,0.004226367,0.000484666,0.004226192,0.03679013,0.004226235,4
Green Lake,h1n1pdm,2019_W06,0.009652533,0.001830825,0.009652196,0.050822937,0.009652213,4
Greenwood/Phinney Ridge,h1n1pdm,2019_W06,0.011906319,0.002524723,0.011905952,0.056078942,0.011906013,5
Haller Lake,h1n1pdm,2019_W06,0.003981446,0.000429074,0.003981242,0.036879782,0.003981213,3
High Point,h1n1pdm,2019_W06,0.003168027,0.000384334,0.003167871,0.026070488,0.003167847,3
Highland Park,h1n1pdm,2019_W06,0.000140123,6.11E-07,0.000140163,0.031922998,0.000140278,1
Interbay,h1n1pdm,2019_W06,0.005598413,0.001064088,0.005598215,0.029415645,0.005598218,4
Judkins Park,h1n1pdm,2019_W06,0.007248127,0.001404937,0.007247879,0.037344438,0.007247893,4
Laurelhurst/Sand Point,h1n1pdm,2019_W06,0.005375758,0.000917196,0.005375549,0.031463639,0.005375539,4
Licton Springs,h1n1pdm,2019_W06,0.002048092,0.000158676,0.002047996,0.026380704,0.002048028,3
Madison Park,h1n1pdm,2019_W06,3.29E-06,9.64E-30,3.29E-06,1.07E+18,3.29E-06,1
Madrona/Leschi,h1n1pdm,2019_W06,0.008956552,0.001715936,0.008956243,0.046688284,0.00895626,4
Magnolia,h1n1pdm,2019_W06,0.001261788,7.98E-05,0.001261843,0.019907279,0.001262104,3
Miller Park,h1n1pdm,2019_W06,0.006762149,0.001158603,0.006761889,0.039411867,0.006761882,4
Montlake/Portage Bay,h1n1pdm,2019_W06,0.004045938,0.000661295,0.004045832,0.02471649,0.004045935,3
Mt. Baker/North Rainier,h1n1pdm,2019_W06,0.008037574,0.001357016,0.008037261,0.047539266,0.008037251,4
NA,h1n1pdm,2019_W06,8.09E-06,1.56E-30,8.08E-06,3.99E+19,8.09E-06,1
North Beach/Blue Ridge,h1n1pdm,2019_W06,0.00453655,0.0006928,0.004536358,0.029661939,0.00453634,4
North Beacon Hill/Jefferson Park,h1n1pdm,2019_W06,0.003480776,0.000624192,0.003480733,0.019381199,0.003480906,3
North Capitol Hill,h1n1pdm,2019_W06,0.00570447,0.000772828,0.005704222,0.042039582,0.005704218,4
North Delridge,h1n1pdm,2019_W06,0.004601324,0.000594087,0.00460117,0.03557811,0.004601268,4
Northgate/Maple Leaf,h1n1pdm,2019_W06,0.010456412,0.002440095,0.010456119,0.044755719,0.010456186,5
Olympic Hills/Victory Heights,h1n1pdm,2019_W06,0.013368896,0.003047916,0.013368521,0.058569113,0.013368622,5
Pioneer Square/International District,h1n1pdm,2019_W06,0.00827696,0.001847469,0.00827672,0.03703728,0.008276773,4
Queen Anne,h1n1pdm,2019_W06,0.005462095,0.001114465,0.005461942,0.02673548,0.005462011,4
Rainier Beach,h1n1pdm,2019_W06,0.007044829,0.001360086,0.007044591,0.036442085,0.007044612,4
Ravenna/Bryant,h1n1pdm,2019_W06,0.006357782,0.001332826,0.006357581,0.030289616,0.006357606,4
Riverview,h1n1pdm,2019_W06,0.010012348,0.001476801,0.010011939,0.067777942,0.010011945,4
Roxhill/Westwood,h1n1pdm,2019_W06,0.0032414,0.0003994,0.003241244,0.026262829,0.003241224,3
Seward Park,h1n1pdm,2019_W06,0.009989844,0.001920899,0.00998951,0.051884621,0.00998955,4
South Beacon Hill/NewHolly,h1n1pdm,2019_W06,0.004424825,0.000626896,0.004424628,0.031183737,0.004424605,4
South Park,h1n1pdm,2019_W06,0.003015732,0.000324722,0.003015592,0.027957611,0.003015602,3
Sunset Hill/Loyal Heights,h1n1pdm,2019_W06,0.009776917,0.002040722,0.009776614,0.04678134,0.009776666,4
University District,h1n1pdm,2019_W06,0.008059244,0.001580419,0.008058969,0.041044193,0.008058984,4
Wallingford,h1n1pdm,2019_W06,0.005089753,0.001100478,0.005089598,0.023511332,0.005089624,4
Wedgwood/View Ridge,h1n1pdm,2019_W06,0.006853736,0.001370152,0.006853507,0.034239465,0.006853525,4
West Seattle Junction/Genesee Hill,h1n1pdm,2019_W06,0.004893949,0.000706361,0.004893737,0.033855409,0.00489372,4
Whittier Heights,h1n1pdm,2019_W06,0.006793094,0.001165589,0.006792837,0.039534958,0.006792838,4
Alki/Admiral,h1n1pdm,2019_W07,0.009366707,0.001494551,0.009366323,0.05861829,0.009366294,4
Arbor Heights,h1n1pdm,2019_W07,0.011412082,0.002026227,0.011411645,0.064187112,0.011411618,5
Ballard,h1n1pdm,2019_W07,0.018658333,0.003977914,0.018657761,0.087407858,0.018657858,5
Beacon Hill,h1n1pdm,2019_W07,0.005723579,0.000882559,0.005723319,0.037064529,0.005723259,4
Belltown,h1n1pdm,2019_W07,0.004218467,0.000812423,0.004218347,0.021874681,0.004218406,4
Broadview/Bitter Lake,h1n1pdm,2019_W07,0.003547967,0.000381408,0.003547764,0.032947492,0.003547696,3
Capitol Hill,h1n1pdm,2019_W07,0.005838565,0.001077928,0.00583834,0.03158236,0.005838314,4
Cascade/Eastlake,h1n1pdm,2019_W07,0.009370461,0.001961372,0.009370166,0.044711254,0.009370205,4
Cedar Park/Meadowbrook,h1n1pdm,2019_W07,0.009022274,0.002061162,0.009022013,0.039446054,0.009022063,4
Central Area/Squire Park,h1n1pdm,2019_W07,0.008553336,0.001962628,0.008553092,0.037232057,0.008553147,4
Columbia City,h1n1pdm,2019_W07,0.004933183,0.000889508,0.00493299,0.027322355,0.004932969,4
Downtown Commercial Core,h1n1pdm,2019_W07,0.004128896,0.000701214,0.004128724,0.024278042,0.004128694,4
Duwamish/SODO,h1n1pdm,2019_W07,0.002076612,0.000192895,0.002076576,0.022309372,0.002076717,3
Fauntleroy/Seaview,h1n1pdm,2019_W07,0.012900043,0.002394408,0.012899589,0.069406532,0.012899615,5
First Hill,h1n1pdm,2019_W07,0.004857067,0.000906416,0.004856879,0.025992456,0.004856854,4
Fremont,h1n1pdm,2019_W07,0.006883119,0.001401656,0.006882883,0.03375825,0.006882881,4
Georgetown,h1n1pdm,2019_W07,0.005759592,0.000728118,0.005759302,0.045486434,0.005759233,4
Green Lake,h1n1pdm,2019_W07,0.011572354,0.002273215,0.011571967,0.058835215,0.011572003,5
Greenwood/Phinney Ridge,h1n1pdm,2019_W07,0.01461286,0.003164474,0.014612416,0.067396086,0.014612489,5
Haller Lake,h1n1pdm,2019_W07,0.004873531,0.000586813,0.004873291,0.040407867,0.004873255,4
High Point,h1n1pdm,2019_W07,0.003961402,0.000530898,0.00396121,0.029512448,0.003961169,3
Highland Park,h1n1pdm,2019_W07,0.00022052,1.38E-06,0.000220562,0.035125917,0.000220695,2
Interbay,h1n1pdm,2019_W07,0.006800326,0.00134304,0.006800094,0.034388165,0.006800102,4
Judkins Park,h1n1pdm,2019_W07,0.008980185,0.001801783,0.008979882,0.04470042,0.008979896,4
Laurelhurst/Sand Point,h1n1pdm,2019_W07,0.00674277,0.001213653,0.00674251,0.037410571,0.006742487,4
Licton Springs,h1n1pdm,2019_W07,0.0022086,0.000184994,0.002208511,0.026314117,0.002208568,3
Madison Park,h1n1pdm,2019_W07,4.22E-06,8.70E-28,4.22E-06,1.97E+16,4.22E-06,1
Madrona/Leschi,h1n1pdm,2019_W07,0.010831996,0.002147626,0.010831635,0.054562747,0.010831665,5
Magnolia,h1n1pdm,2019_W07,0.001865151,0.00013721,0.00186515,0.025293374,0.001865359,3
Miller Park,h1n1pdm,2019_W07,0.008412378,0.001516977,0.008412061,0.046587504,0.008412044,4
Montlake/Portage Bay,h1n1pdm,2019_W07,0.005640524,0.000974315,0.00564032,0.032608415,0.005640337,4
Mt. Baker/North Rainier,h1n1pdm,2019_W07,0.010081539,0.001795064,0.010081151,0.056543329,0.010081122,5
NA,h1n1pdm,2019_W07,1.04E-05,1.63E-28,1.04E-05,6.35E+17,1.04E-05,1
North Beach/Blue Ridge,h1n1pdm,2019_W07,0.005586544,0.000913081,0.005586314,0.034131604,0.005586291,4
North Beacon Hill/Jefferson Park,h1n1pdm,2019_W07,0.004980986,0.000932978,0.004980857,0.026555616,0.004980958,4
North Capitol Hill,h1n1pdm,2019_W07,0.007538444,0.001105608,0.00753809,0.051323103,0.007538004,4
North Delridge,h1n1pdm,2019_W07,0.006365062,0.000892222,0.006364779,0.045337639,0.00636475,4
Northgate/Maple Leaf,h1n1pdm,2019_W07,0.012396589,0.002919941,0.012396245,0.052568179,0.01239633,5
Olympic Hills/Victory Heights,h1n1pdm,2019_W07,0.016589944,0.003828858,0.016589479,0.071796955,0.016589594,5
Pioneer Square/International District,h1n1pdm,2019_W07,0.010384779,0.002356462,0.010384477,0.045710439,0.010384534,5
Queen Anne,h1n1pdm,2019_W07,0.007428744,0.001559132,0.007428508,0.035351217,0.007428536,4
Rainier Beach,h1n1pdm,2019_W07,0.009079474,0.00181602,0.00907916,0.045336203,0.009079159,4
Ravenna/Bryant,h1n1pdm,2019_W07,0.007946859,0.001709039,0.007946609,0.036906674,0.007946633,4
Riverview,h1n1pdm,2019_W07,0.011454118,0.001789394,0.011453696,0.07320979,0.011453765,5
Roxhill/Westwood,h1n1pdm,2019_W07,0.004199867,0.000570031,0.004199656,0.030895862,0.004199595,4
Seward Park,h1n1pdm,2019_W07,0.011091541,0.002184915,0.0110912,0.056231315,0.011091294,5
South Beacon Hill/NewHolly,h1n1pdm,2019_W07,0.005442297,0.000833474,0.005442062,0.035483875,0.005442032,4
South Park,h1n1pdm,2019_W07,0.004061306,0.000487293,0.004061088,0.033793127,0.004061022,3
Sunset Hill/Loyal Heights,h1n1pdm,2019_W07,0.012495334,0.00267237,0.012494941,0.058352911,0.012494983,5
University District,h1n1pdm,2019_W07,0.009933691,0.002014718,0.009933359,0.048916341,0.009933376,4
Wallingford,h1n1pdm,2019_W07,0.006463092,0.001428899,0.006462894,0.029198048,0.006462916,4
Wedgwood/View Ridge,h1n1pdm,2019_W07,0.008510284,0.001755249,0.008510004,0.041209922,0.008510021,4
West Seattle Junction/Genesee Hill,h1n1pdm,2019_W07,0.006327403,0.000983225,0.00632712,0.040659926,0.00632706,4
Whittier Heights,h1n1pdm,2019_W07,0.008735059,0.001575993,0.008734721,0.048349356,0.008734689,4
Alki/Admiral,h1n1pdm,2019_W08,0.010874486,0.001835668,0.010874112,0.064327943,0.010874197,5
Arbor Heights,h1n1pdm,2019_W08,0.013628488,0.002526845,0.013628042,0.073405148,0.013628138,5
Ballard,h1n1pdm,2019_W08,0.021456117,0.004656767,0.021455531,0.098736362,0.021455767,5
Beacon Hill,h1n1pdm,2019_W08,0.007014308,0.001156114,0.007014042,0.04249565,0.007014053,4
Belltown,h1n1pdm,2019_W08,0.005642158,0.001127435,0.005642013,0.028198209,0.005642113,4
Broadview/Bitter Lake,h1n1pdm,2019_W08,0.004469388,0.000537925,0.004469175,0.037072216,0.004469156,4
Capitol Hill,h1n1pdm,2019_W08,0.007355104,0.001417118,0.007354862,0.03812389,0.007354897,4
Cascade/Eastlake,h1n1pdm,2019_W08,0.010477729,0.002239441,0.01047744,0.048960819,0.010477555,5
Cedar Park/Meadowbrook,h1n1pdm,2019_W08,0.010811259,0.002503433,0.010810976,0.046633592,0.01081109,5
Central Area/Squire Park,h1n1pdm,2019_W08,0.01066141,0.002478928,0.010661135,0.045798209,0.010661253,5
Columbia City,h1n1pdm,2019_W08,0.005857381,0.001106796,0.005857188,0.030956863,0.005857221,4
Downtown Commercial Core,h1n1pdm,2019_W08,0.005276016,0.000946997,0.005275829,0.029353977,0.005275845,4
Duwamish/SODO,h1n1pdm,2019_W08,0.002858114,0.000299807,0.002858066,0.027193265,0.002858248,3
Fauntleroy/Seaview,h1n1pdm,2019_W08,0.014649821,0.002814517,0.014649379,0.076151524,0.014649533,5
First Hill,h1n1pdm,2019_W08,0.006027981,0.001174151,0.006027782,0.030906504,0.006027808,4
Fremont,h1n1pdm,2019_W08,0.00853784,0.001790528,0.008537585,0.04065995,0.008537647,4
Georgetown,h1n1pdm,2019_W08,0.007399781,0.00102244,0.007399467,0.053470689,0.00739947,4
Green Lake,h1n1pdm,2019_W08,0.013080088,0.002642489,0.013079708,0.064661092,0.013079849,5
Greenwood/Phinney Ridge,h1n1pdm,2019_W08,0.016908004,0.003725205,0.016907545,0.076647737,0.016907727,5
Haller Lake,h1n1pdm,2019_W08,0.005624046,0.000743832,0.00562382,0.042453765,0.005623857,4
High Point,h1n1pdm,2019_W08,0.004669937,0.000682112,0.004669752,0.031922583,0.004669767,4
Highland Park,h1n1pdm,2019_W08,0.000327181,2.90E-06,0.000327235,0.036717483,0.00032741,2
Interbay,h1n1pdm,2019_W08,0.007787445,0.001586925,0.007787216,0.038165683,0.007787289,4
Judkins Park,h1n1pdm,2019_W08,0.010489305,0.002166015,0.010488998,0.050731341,0.010489094,5
Laurelhurst/Sand Point,h1n1pdm,2019_W08,0.007973297,0.001502031,0.007973037,0.042268118,0.007973088,4
Licton Springs,h1n1pdm,2019_W08,0.002245364,0.000193323,0.002245281,0.026025822,0.002245353,3
Madison Park,h1n1pdm,2019_W08,5.11E-06,5.20E-26,5.11E-06,4.84E+14,5.11E-06,1
Madrona/Leschi,h1n1pdm,2019_W08,0.012350292,0.002517684,0.012349934,0.060505066,0.012350062,5
Magnolia,h1n1pdm,2019_W08,0.002599229,0.000220831,0.002599222,0.030525065,0.002599483,3
Miller Park,h1n1pdm,2019_W08,0.009866321,0.001857637,0.009866004,0.052331602,0.009866079,4
Montlake/Portage Bay,h1n1pdm,2019_W08,0.007413524,0.001346069,0.00741329,0.040773748,0.007413365,4
Mt. Baker/North Rainier,h1n1pdm,2019_W08,0.011921465,0.002220962,0.011921075,0.063904262,0.011921157,5
NA,h1n1pdm,2019_W08,1.26E-05,1.10E-26,1.26E-05,1.38E+16,1.26E-05,1
North Beach/Blue Ridge,h1n1pdm,2019_W08,0.006485802,0.001122344,0.00648558,0.037427224,0.006485625,4
North Beacon Hill/Jefferson Park,h1n1pdm,2019_W08,0.006719822,0.001309089,0.006719662,0.034447238,0.006719814,4
North Capitol Hill,h1n1pdm,2019_W08,0.009391844,0.001478515,0.009391475,0.059571248,0.009391482,4
North Delridge,h1n1pdm,2019_W08,0.008300894,0.001254166,0.00830058,0.05485744,0.008300625,4
Northgate/Maple Leaf,h1n1pdm,2019_W08,0.013855496,0.00328772,0.013855145,0.058322915,0.0138553,5
Olympic Hills/Victory Heights,h1n1pdm,2019_W08,0.019408895,0.004524887,0.019408397,0.083152933,0.019408617,5
Pioneer Square/International District,h1n1pdm,2019_W08,0.012283692,0.002825889,0.012283369,0.053331361,0.012283499,5
